Tanggal Transaksi,Lokasi Pembelian,Tipe,Merek,Warna,Jenis Kelamin,Kota,Propinsi,Usia,Jenis Pembayaran,Pekerjaan,Pendidikan,Harga Jual
24/04/2018,GRESIK,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,GRESIK,JAWA TIMUR,30,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
24/04/2018,JOMBANG,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,PEREMPUAN,JOMBANG,JAWA TIMUR,26,KREDIT,KARYAWAN SWASTA,SMA,1649000
24/04/2018,GRESIK,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,43,KREDIT,WIRASWASTA,SMA,1649000
24/04/2018,MOJOKERTO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,20,KREDIT,KARYAWAN SWASTA,SMA,1649000
24/04/2018,SUMENEP,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,SUMENEP,JAWA TIMUR,37,TUNAI,WIRASWASTA,SMA,1649000
24/04/2018,JOMBANG,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,JOMBANG,JAWA TIMUR,27,KREDIT,KARYAWAN SWASTA,SMA,1649000
24/04/2018,SURABAYA,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,41,KREDIT,WIRASWASTA,SMA,1649000
24/04/2018,JOMBANG,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,PEREMPUAN,JOMBANG,JAWA TIMUR,28,KREDIT,WIRASWASTA,SMA,1649000
24/04/2018,JOMBANG,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,PEREMPUAN,JOMBANG,JAWA TIMUR,24,KREDIT,LAIN-LAIN,SMA,1649000
24/04/2018,TUBAN,SAMSUNG GALAXY A8 PLUS,SAMSUNG,MERAH,LAKI-LAKI,TUBAN,JAWA TIMUR,21,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
24/04/2018,SIDOARJO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,20,KREDIT,LAIN-LAIN,SMA,1649000
24/04/2018,SIDOARJO,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,20,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
24/04/2018,JOMBANG,SAMSUNG GALAXY A8 PLUS,SAMSUNG,PUTIH,LAKI-LAKI,JOMBANG,JAWA TIMUR,25,KREDIT,KARYAWAN SWASTA,SMA,1649000
24/04/2018,JOMBANG,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,PEREMPUAN,JOMBANG,JAWA TIMUR,42,KREDIT,IBU RUMAH TANGGA,SMA,1649000
24/04/2018,SIDOARJO,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,SIDOARJO,JAWA TIMUR,24,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
24/04/2018,BOJONEGORO,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,PEREMPUAN,LAMONGAN,JAWA TIMUR,30,TUNAI,LAIN-LAIN,SMA,1649000
24/04/2018,SIDOARJO,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,25,KREDIT,LAIN-LAIN,SMA,1649000
24/04/2018,SIDOARJO,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,SURABAYA,JAWA TIMUR,46,KREDIT,KARYAWAN SWASTA,SMA,1649000
24/04/2018,MOJOKERTO,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,45,TUNAI,WIRASWASTA,SMA,1649000
24/04/2018,SIDOARJO,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,SURABAYA,JAWA TIMUR,37,KREDIT,KARYAWAN SWASTA,AKADEMI/DIPLOMA,1649000
24/04/2018,JOMBANG,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,JOMBANG,JAWA TIMUR,29,TUNAI,WIRASWASTA,SMA,1649000
24/04/2018,JOMBANG,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,JOMBANG,JAWA TIMUR,28,TUNAI,KARYAWAN SWASTA,SMA,1649000
24/04/2018,JOMBANG,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,JOMBANG,JAWA TIMUR,39,KREDIT,KARYAWAN SWASTA,SMA,1649000
24/04/2018,MOJOKERTO,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,SIDOARJO,JAWA TIMUR,32,TUNAI,KARYAWAN SWASTA,SMA,1649000
24/04/2018,JOMBANG,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,PEREMPUAN,JOMBANG,JAWA TIMUR,37,KREDIT,KARYAWAN SWASTA,SMA,1649000
24/04/2018,GRESIK,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,36,KREDIT,KARYAWAN SWASTA,SMA,1649000
24/04/2018,MOJOKERTO,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,PEREMPUAN,LAMONGAN,JAWA TIMUR,37,TUNAI,WIRASWASTA,SMA,1649000
24/04/2018,MOJOKERTO,SAMSUNG GALAXY A8 STAR,SAMSUNG,BIRU,PEREMPUAN,MOJOKERTO,JAWA TIMUR,41,TUNAI,IBU RUMAH TANGGA,SMA,1649000
24/04/2018,SIDOARJO,XIAOMI MI NOTE 3/16 GB,XIAOMI,BIRU,LAKI-LAKI,SIDOARJO,JAWA TIMUR,23,KREDIT,PELAJAR/MAHASISWA,SARJANA (S1),1649000
24/04/2018,SURABAYA,XIAOMI MI NOTE 3/16 GB,XIAOMI,BIRU,LAKI-LAKI,SURABAYA,JAWA TIMUR,25,KREDIT,LAIN-LAIN,SMA,1649000
24/04/2018,SURABAYA,XIAOMI MI NOTE 3/16 GB,XIAOMI,HITAM,LAKI-LAKI,SIDOARJO,JAWA TIMUR,35,KREDIT,KARYAWAN SWASTA,SARJANA (S1),1649000
24/04/2018,JOMBANG,XIAOMI MI NOTE 3/16 GB,XIAOMI,HITAM,LAKI-LAKI,JOMBANG,JAWA TIMUR,27,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,BOJONEGORO,XIAOMI REDMI 6 3/32 GB,XIAOMI,HITAM,LAKI-LAKI,BOJONEGORO,JAWA TIMUR,37,KREDIT,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,SUMENEP,XIAOMI REDMI 6 3/32 GB,XIAOMI,HITAM,PEREMPUAN,SUMENEP,JAWA TIMUR,24,KREDIT,PNS,SARJANA (S1),1649000
25/04/2018,SURABAYA,XIAOMI REDMI 6 3/32 GB,XIAOMI,HITAM,PEREMPUAN,SURABAYA,JAWA TIMUR,36,TUNAI,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI REDMI 6 3/32 GB,XIAOMI,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,24,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,PAMEKASAN,XIAOMI REDMI 6 3/32 GB,XIAOMI,PUTIH,PEREMPUAN,SAMPANG,JAWA TIMUR,42,KREDIT,WIRASWASTA,SMA,1649000
25/04/2018,TUBAN,OPPO F3,OPPO,MERAH,PEREMPUAN,BOJONEGORO,JAWA TIMUR,29,KREDIT,WIRASWASTA,SMA,1649000
25/04/2018,SURABAYA,OPPO F5,OPPO,MERAH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,50,TUNAI,PNS,SMA,1649000
25/04/2018,SIDOARJO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,HITAM,LAKI-LAKI,SIDOARJO,JAWA TIMUR,67,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,GRESIK,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,HITAM,PEREMPUAN,GRESIK,JAWA TIMUR,33,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,MOJOKERTO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,32,KREDIT,LAIN-LAIN,SMA,1649000
25/04/2018,BANGKALAN,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,HITAM,LAKI-LAKI,BANGKALAN,JAWA TIMUR,29,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,SIDOARJO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,HITAM,PEREMPUAN,SIDOARJO,JAWA TIMUR,46,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,JOMBANG,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,HITAM,LAKI-LAKI,LAMONGAN,JAWA TIMUR,27,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,PAMEKASAN,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,HITAM,LAKI-LAKI,PAMEKASAN,JAWA TIMUR,25,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,KUNING,PEREMPUAN,SURABAYA,JAWA TIMUR,29,KREDIT,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,BOJONEGORO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,KUNING,PEREMPUAN,BOJONEGORO,JAWA TIMUR,50,KREDIT,WIRASWASTA,SMA,1649000
25/04/2018,SIDOARJO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,KUNING,LAKI-LAKI,SIDOARJO,JAWA TIMUR,40,TUNAI,WIRASWASTA,SARJANA (S1),1649000
25/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,KUNING,LAKI-LAKI,SURABAYA,JAWA TIMUR,27,KREDIT,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,TUBAN,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,KUNING,LAKI-LAKI,TUBAN,JAWA TIMUR,55,TUNAI,TNI/POLRI,SMA,1649000
25/04/2018,PAMEKASAN,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,KUNING,LAKI-LAKI,PAMEKASAN,JAWA TIMUR,51,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SIDOARJO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,KUNING,LAKI-LAKI,SIDOARJO,JAWA TIMUR,26,KREDIT,LAIN-LAIN,SMA,1649000
25/04/2018,GRESIK,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,KUNING,PEREMPUAN,SURABAYA,JAWA TIMUR,35,KREDIT,PELAJAR/MAHASISWA,AKADEMI/DIPLOMA,1649000
25/04/2018,PAMEKASAN,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH MUDA,LAKI-LAKI,SUMENEP,JAWA TIMUR,48,KREDIT,WIRASWASTA,SMA,1649000
25/04/2018,GRESIK,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH MUDA,LAKI-LAKI,GRESIK,JAWA TIMUR,30,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,JOMBANG,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH MUDA,PEREMPUAN,JOMBANG,JAWA TIMUR,24,KREDIT,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH MUDA,PEREMPUAN,SURABAYA,JAWA TIMUR,25,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,MOJOKERTO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH MUDA,LAKI-LAKI,SURABAYA,JAWA TIMUR,45,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SIDOARJO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH MUDA,LAKI-LAKI,SIDOARJO,JAWA TIMUR,44,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH MUDA,PEREMPUAN,SURABAYA,JAWA TIMUR,52,KREDIT,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,MOJOKERTO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH MUDA,PEREMPUAN,SIDOARJO,JAWA TIMUR,37,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH MUDA,PEREMPUAN,SURABAYA,JAWA TIMUR,37,KREDIT,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH MUDA,LAKI-LAKI,SURABAYA,JAWA TIMUR,21,KREDIT,LAIN-LAIN,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH MUDA,LAKI-LAKI,SURABAYA,JAWA TIMUR,51,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH,PEREMPUAN,SURABAYA,JAWA TIMUR,40,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH,PEREMPUAN,SURABAYA,JAWA TIMUR,54,TUNAI,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,MOJOKERTO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,34,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SIDOARJO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,44,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SIDOARJO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH,PEREMPUAN,SIDOARJO,JAWA TIMUR,34,KREDIT,PROFESIONAL (GURU/DOSEN/DOKTER),SMA,1649000
25/04/2018,JOMBANG,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH,LAKI-LAKI,JOMBANG,JAWA TIMUR,58,KREDIT,LAIN-LAIN,SMA,1649000
25/04/2018,SIDOARJO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH,PEREMPUAN,MOJOKERTO,JAWA TIMUR,20,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,62,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,BOJONEGORO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH,PEREMPUAN,BOJONEGORO,JAWA TIMUR,45,KREDIT,IBU RUMAH TANGGA,SMP,1649000
25/04/2018,JOMBANG,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH,PEREMPUAN,JOMBANG,JAWA TIMUR,41,KREDIT,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,GRESIK,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH,LAKI-LAKI,GRESIK,JAWA TIMUR,39,TUNAI,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH,LAKI-LAKI,SURABAYA,JAWA TIMUR,50,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,MERAH,PEREMPUAN,SURABAYA,JAWA TIMUR,45,KREDIT,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,PUTIH,PEREMPUAN,SURABAYA,JAWA TIMUR,31,KREDIT,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,PAMEKASAN,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,PUTIH,LAKI-LAKI,PAMEKASAN,JAWA TIMUR,42,KREDIT,LAIN-LAIN,SMA,1649000
25/04/2018,SIDOARJO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,PUTIH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,40,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,TUBAN,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,PUTIH,PEREMPUAN,TUBAN,JAWA TIMUR,40,KREDIT,IBU RUMAH TANGGA,SMP,1649000
25/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,PUTIH,PEREMPUAN,SURABAYA,JAWA TIMUR,21,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,SIDOARJO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,PUTIH,PEREMPUAN,SURABAYA,JAWA TIMUR,39,KREDIT,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,MOJOKERTO,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,PUTIH,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,58,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,24,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,GRESIK,XIAOMI MI A2 LITE 3/32 GB,XIAOMI,PUTIH,PEREMPUAN,GRESIK,JAWA TIMUR,22,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,SAMSUNG GALAXY S9,SAMSUNG,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,20,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,SURABAYA,OPPO F9 6 GB,OPPO,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,56,KREDIT,WIRASWASTA,SMA,1649000
25/04/2018,SURABAYA,OPPO F9 6 GB,OPPO,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,28,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,OPPO F9 6 GB,OPPO,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,33,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,TUBAN,OPPO F9 6 GB,OPPO,PUTIH,LAKI-LAKI,TUBAN,JAWA TIMUR,26,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SIDOARJO,VIVO XSHOT,VIVO,ABU-ABU,LAKI-LAKI,SURABAYA,JAWA TIMUR,52,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,BOJONEGORO,VIVO XSHOT,VIVO,ABU-ABU,LAKI-LAKI,BOJONEGORO,JAWA TIMUR,34,KREDIT,WIRASWASTA,SMA,1649000
25/04/2018,GRESIK,VIVO XSHOT,VIVO,ABU-ABU,LAKI-LAKI,GRESIK,JAWA TIMUR,46,TUNAI,PROFESIONAL (GURU/DOSEN/DOKTER),SARJANA (S1),1649000
25/04/2018,SURABAYA,VIVO XSHOT,VIVO,ABU-ABU,LAKI-LAKI,SURABAYA,JAWA TIMUR,34,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,VIVO XSHOT,VIVO,ABU-ABU,LAKI-LAKI,SURABAYA,JAWA TIMUR,22,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,SURABAYA,VIVO XSHOT,VIVO,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,63,KREDIT,PNS,AKADEMI/DIPLOMA,1649000
25/04/2018,SURABAYA,VIVO XSHOT,VIVO,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,44,KREDIT,PNS,SARJANA (S1),1649000
25/04/2018,GRESIK,VIVO XSHOT,VIVO,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,26,TUNAI,LAIN-LAIN,SMA,1649000
25/04/2018,SURABAYA,VIVO XSHOT,VIVO,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,30,KREDIT,LAIN-LAIN,SMA,1649000
25/04/2018,SIDOARJO,VIVO XSHOT,VIVO,HITAM,LAKI-LAKI,SIDOARJO,JAWA TIMUR,30,KREDIT,PELAJAR/MAHASISWA,AKADEMI/DIPLOMA,1649000
25/04/2018,GRESIK,VIVO XSHOT,VIVO,HITAM,LAKI-LAKI,SIDOARJO,JAWA TIMUR,42,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,MOJOKERTO,VIVO XSHOT,VIVO,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,41,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,VIVO XSHOT,VIVO,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,46,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SIDOARJO,VIVO XSHOT,VIVO,HITAM,PEREMPUAN,SIDOARJO,JAWA TIMUR,22,TUNAI,LAIN-LAIN,SMA,1649000
25/04/2018,GRESIK,VIVO XSHOT,VIVO,HITAM,LAKI-LAKI,GRESIK,JAWA TIMUR,45,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,VIVO XSHOT,VIVO,HITAM,PEREMPUAN,MOJOKERTO,JAWA TIMUR,35,KREDIT,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,SIDOARJO,VIVO XSHOT,VIVO,HITAM,LAKI-LAKI,SIDOARJO,JAWA TIMUR,52,KREDIT,LAIN-LAIN,SMA,1649000
25/04/2018,SIDOARJO,VIVO XSHOT,VIVO,HITAM,LAKI-LAKI,SIDOARJO,JAWA TIMUR,59,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,JOMBANG,VIVO XSHOT,VIVO,MERAH,PEREMPUAN,JOMBANG,JAWA TIMUR,35,KREDIT,LAIN-LAIN,SMA,1649000
25/04/2018,BOJONEGORO,VIVO XSHOT,VIVO,MERAH,LAKI-LAKI,BOJONEGORO,JAWA TIMUR,23,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,SIDOARJO,VIVO XSHOT,VIVO,MERAH,LAKI-LAKI,SURABAYA,JAWA TIMUR,34,KREDIT,KARYAWAN SWASTA,SARJANA (S1),1649000
25/04/2018,SIDOARJO,VIVO XSHOT,VIVO,PUTIH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,49,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,BOJONEGORO,VIVO XSHOT,VIVO,PUTIH,LAKI-LAKI,BOJONEGORO,JAWA TIMUR,36,KREDIT,LAIN-LAIN,SMA,1649000
25/04/2018,BANGKALAN,VIVO XPLAY 3S,VIVO,ABU-ABU,LAKI-LAKI,SAMPANG,JAWA TIMUR,48,TUNAI,WIRASWASTA,SMA,1649000
25/04/2018,TUBAN,VIVO XPLAY 3S,VIVO,ABU-ABU,LAKI-LAKI,TUBAN,JAWA TIMUR,52,TUNAI,WIRASWASTA,SMA,1649000
25/04/2018,SURABAYA,VIVO XPLAY 3S,VIVO,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,52,TUNAI,PNS,SARJANA (S1),1649000
25/04/2018,SIDOARJO,VIVO XPLAY 3S,VIVO,PUTIH,LAKI-LAKI,SIDOARJO,JAWA TIMUR,21,KREDIT,PELAJAR/MAHASISWA,SARJANA (S1),1649000
25/04/2018,PAMEKASAN,VIVO XPLAY 3S,VIVO,PUTIH,LAKI-LAKI,SAMPANG,JAWA TIMUR,39,KREDIT,PNS,SMA,1649000
25/04/2018,SURABAYA,VIVO XPLAY 3S,VIVO,PUTIH,LAKI-LAKI,SURABAYA,JAWA TIMUR,41,KREDIT,WIRASWASTA,SMA,1649000
25/04/2018,SURABAYA,IPHONE SE 16 GB,APPLE,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,24,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,GRESIK,IPHONE SE 16 GB,APPLE,HITAM,LAKI-LAKI,SIDOARJO,JAWA TIMUR,21,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,IPHONE SE 16 GB,APPLE,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,48,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,IPHONE SE 16 GB,APPLE,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,20,TUNAI,LAIN-LAIN,SMA,1649000
25/04/2018,GRESIK,IPHONE SE 16 GB,APPLE,MERAH,LAKI-LAKI,GRESIK,JAWA TIMUR,27,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,MOJOKERTO,IPHONE SE 16 GB,APPLE,MERAH,LAKI-LAKI,MOJOKERTO,JAWA TIMUR,31,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,IPHONE SE 16 GB,APPLE,MERAH,PEREMPUAN,SURABAYA,JAWA TIMUR,47,KREDIT,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,SIDOARJO,IPHONE SE 16 GB,APPLE,MERAH,LAKI-LAKI,LAMONGAN,JAWA TIMUR,28,TUNAI,WIRASWASTA,SMA,1649000
25/04/2018,MOJOKERTO,IPHONE 5C 32 GB,APPLE,HITAM,PEREMPUAN,MOJOKERTO,JAWA TIMUR,25,KREDIT,KARYAWAN SWASTA,SMA,1649000
25/04/2018,TUBAN,IPHONE 5C 32 GB,APPLE,HITAM,LAKI-LAKI,TUBAN,JAWA TIMUR,37,KREDIT,WIRASWASTA,SMA,1649000
25/04/2018,GRESIK,IPHONE 5C 32 GB,APPLE,HITAM,LAKI-LAKI,SURABAYA,JAWA TIMUR,21,TUNAI,KARYAWAN SWASTA,SMA,1649000
25/04/2018,SURABAYA,IPHONE 5C 16 GB,APPLE,BIRU,LAKI-LAKI,SURABAYA,JAWA TIMUR,24,KREDIT,LAIN-LAIN,SMA,1649000
25/04/2018,SURABAYA,IPHONE 6S 16 GB,APPLE,BIRU,LAKI-LAKI,SURABAYA,JAWA TIMUR,23,KREDIT,TNI/POLRI,SMA,1649000
25/04/2018,SURABAYA,IPHONE 6S 16 GB,APPLE,BIRU,LAKI-LAKI,SURABAYA,JAWA TIMUR,21,TUNAI,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,PAMEKASAN,XIAOMI MI 6 4/64 GB,XIAOMI,ABU-ABU,PEREMPUAN,PAMEKASAN,JAWA TIMUR,50,TUNAI,IBU RUMAH TANGGA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI 6 4/64 GB,XIAOMI,ABU-ABU,PEREMPUAN,SURABAYA,JAWA TIMUR,24,KREDIT,PELAJAR/MAHASISWA,SMA,1649000
25/04/2018,SURABAYA,XIAOMI MI 6 4/64 GB,XIAOMI,ABU-ABU,LAKI-LAKI,SURABAYA,JAWA TIMUR,43,TUNAI,WIRASWASTA,SMA,1649000
